YWB,Kangiqsujuaq,कांगीक्सुजुआक,,Shri,Done
NDR,El Aroui,एल एरोई,,Shri,Done
EGX,Egegik,एगेजेक,,Shri,Done
JUV,Upernavik,उपेरणाविक,,Shri,Done
KTD,Kitadaito,कितदायटो,,Shri,Done
NGQ,Shiquanhe,शिक्वेन्हे,,Shri,Done
KEP,Nepalgunj,नेपालगंज,,Shri,Done
NOV,Huambo,हुआंबो,,Shri,Done
PNP,Girua,गिरुआ,,Shri,Done
DNZ,Denizli,डेनिज़ली,,Shri,Done
OBN,North Connel,नॉर्थ केनल,,Shri,Done
OHO,Okhotsk,ओखोत्स्क,,Shri,Done
KGK,Koliganek,कॉलिगानेक,,Shri,Done
MDK,Mbandaka,मबंडाका,,Shri,Done
HUE,Humera,हुमेरा,,Shri,Done
YTM,Mont-Tremblant,मोंट-ट्रेम्बलंट,,Shri,Done
KMY,Moser Bay,मोसर बे,,Shri,Done
PEZ,Penza,पेन्ज़ा,,Shri,Done
POI,Potosi,पोटोसी,,Shri,Done
PIN,Parintins,पेरिनटीन्स,,Shri,Done
PLJ,Placencia,प्लसेंसिया,,Shri,Done
MJC,Man,मॅन,,Shri,Done
PUK,Pukarua,पुकारुआ,,Shri,Done
ZTM,Shamattawa,शामत्तवा,,Shri,Done
FMI,Kalemie,कलेमीे,,Shri,Done
SHX,Shageluk,शागेलुक,,Shri,Done
UNK,Unalakleet,आनलेक्लित,,Shri,Done
GCW,Grand Canyon West,ग्रांड कॅनियन वेस्ट,,Shri,Done
ZEL,Bella Bella,बेला बेला,,Shri,Done
RNA,Ulawa,ऊलावा,,Shri,Done
IGA,Inagua,इनागुआ,إناغوا,Shri,Done
HYL,Hollis,हॉलिस,,Shri,Done
MBD,Mafeking,माफेकिंग,,Shri,Done
EOI,Eday,ऐइडे,,Shri,Done
OBU,Kobuk,कोबुक,,Shri,Done
AQI,Hafr Al Batin,हफ़र अल बातिन,حفر الباطن,Shri,Done
HPB,Hooper Bay,हूपर बे,هوبر باي,Shri,Done
MTJ,Montrose,मोंटरोस,مونتروز,Shri,Done
NUE,Nerg,नर्ग,نيرغ,Shri,Done
OGX,Ouargla,ऑर्गल,ورقلة,Shri,Done
GOV,Gove,गोव,غوف,Shri,Done
YWK,Wabush,वाबुश,وابوش,Shri,Done
HKK,Hokitika,होकिटिका,هوكيتيكا,Shri,Done
HBA,Hobart,होबार्ट,هوبارت,Shri,Done
NYC,New York,न्यूयॉर्क,نيويورك,Shri,Done
NVK,Narvik,नार्विक,نارفيك,Shri,Done
NPE,Napier,नेपियर,نابيير,Shri,Done
MYR,Myrtle Beach,म्यर्टल बीच,ميرتل بيتش,Shri,Done
MJV,Murcia,मर्सिया,مورسيا,Shri,Done
MAZ,Mayaguez,मायगुएज़,ماياجويز,Shri,Done
IXE,Mangalore,मंगलौर,مانجالور,Shri,Done
MAO,Manaus,मनौस,ماناوس,Shri,Done
MLE,Male,मेल,ماليه,Shri,Done
MKY,Mackay,मकाय,ماكاي,Shri,Done
MYJ,Matsuyama,मत्सुयमा,ماتسوياما,Shri,Done
LEA,Learmonth,लअरमन्थ,ليرمونث,Shri,Done
LON,London,लंडन,لندن,Shri,Done
YLW,Kelowna,केलॉवना,كيلونا,Shri,Done
KYP,Kyaukpyu,कयौकप्यू,كياكبيو,Shri,Done
CCP,Concepcion,कॉन्सेप्सियन,كونسيبسيون,Shri,Done
HGO,Korhogo,कॉरहोगो,كورهوغو,Shri,Done
CCU,Kolkata,कोलकाता,كلكتا,Shri,Done
KSU,Kristiansund,क्रिस्टियनसंड,كريستيانساند,Shri,Done
KLV,Karlovy vary,कार्लोवी वेरी,كارلوفي فاري,Shri,Done
FUN,Funafuti Atol,फुनाफुति एटोल,فونافوتي أتول,Shri,Done
FLL,Fort Lauderdale,फोर्ट लॉडरडेल,فورت لودرديل,Shri,Done
GCI,Guernsey,गर्न्ज़ी,غيرنسي,Shri,Done
GOU,Garoua,गरौआ,غاروا,Shri,Done
TIP,Tripoli,त्रिपोली,طرابلس,Shri,Done
CHO,Charlottesville,शेर्लोट्सविल,شارلوتسفيل,Shri,Done
SGY,Skagway,स्कागवे,سكاغواي,Shri,Done
SUG,Sangley Point,सॅंग्ली पॉइंट,سانغلي بوينت,Shri,Done
SBA,Santa Barbara,संता बारबरा,سانتا باربارا,Shri,Done
ROK,Rockhampton,रोकख़ांपटों,روكهامبتون,Shri,Done
DGO,Durango,दुरंगो,دورانجو,Shri,Done
DAB,Daytona Beach,डेटोना बीच,دايتونا بيتش,Shri,Done
HAS,Hail,हेल,حائل,Shri,Done
GIS,Gisborne,गिसबॉर्न,جيسبورن,Shri,Done
JKG,Jonkoping,जोंकोपिंग,جونكوبينغ,Shri,Done
FTA,Futuna Island,फ़्यूचूना आइलैंड,جزيرة فوتونا,Shri,Done
CEK,Chelyabinsk,चेल्याबिंस्क,تشيليابنسك,Shri,Done
TXK,Texarkana,टेक्सारकाना,تإكسركنا,Shri,Done
PNS,Pensacola,पेंसाकोला,بينساكولا,Shri,Done
PNQ,Pune,पुणे,بوني,Shri,Done
BGA,Bucaramanga,बुकरमंगा,بوكارامانغا,Shri,Done
YHP,Poplar Hill,पॉप्लर हिल,بوبلار هيل,Shri,Done
BIS,Bismarck,बिस्मार्क,بسمارك,Shri,Done
BHX,Birmingham,बर्मिंघम,برمنغهام,Shri,Done
YBR,Brandon,ब्रैंडन,براندون,Shri,Done
PNA,Pamplona,पॅंप्लोना,بامبلونا,Shri,Done
AUR,Aurillac,आरिलेक,أوريلاك,Shri,Done
OMD,Oranjemund,ऑरेंजिमंड,أورجنمند,Shri,Done
ITH,Ithaca,इथाका,إيثاكا,Shri,Done
ILY,Islay,आइस्ले,إسلاي,Shri,Done
VIL,Dakhla,दाखला,الداخلة,Shri,Done
EGN,Geneina,जेनियीना,الجنينة,Shri,Done
OIR,Okushiri,ओकुशिरि,,Shri,Done
BFX,Bafoussam,बाफौसम,,Shri,Done
KUK,Kasigluk,केसिग्ल्यूक,,Shri,Done
BYK,Bouake,बौआके,,Shri,Done
DOU,Dourados,दौरदोस,,Shri,Done
NDU,Rundu,रुंडू,,Shri,Done
SMK,St. Michael,सेंट माइकल,,Shri,Done
STG,St. George,सेंट जॉर्ज,,Shri,Done
AGM,Angmagssalik,अंगमगस्सालिक,,Shri,Done
BJT,Bentota,बेंटोटा,,Shri,Done
,Lublin,लब्लिन,,Shri,Done
NME,Nightmute,नाईटम्यूट,,Shri,Done
PSJ,Poso,पोसो,,Shri,Done
PRY,Pretoria,प्रिटोरिया,,Shri,Done
LIO,Limon,लिमोन,,Shri,Done
FKS,Fukushima,फुकुशिमा,,Shri,Done
DSE,Dessie,डेस्सी,,Shri,Done
MHG,Mannheim,मॅनहाइम,,Shri,Done
LTT,La Môle,ला मोल,,Shri,Done
LIX,Likoma Island,लिकोमो आइलैंड,,Shri,Done
KHE,Kherson,खेरसॉन,,Shri,Done
YAB,Arctic Bay,आर्कटिक बे,,Shri,Done
CHR,Chateauroux,शॅटोरवू,,Shri,Done
SKX,Saransk,सरांस्क,,Shri,Done
XQU,Qualicum Beach,क्वालिकम बीच,,Shri,Done
BPE,Bagan,बागान,,Shri,Done
GNU,Goodnews Bay,गुडन्यूज़ बे,,Shri,Done
GYL,Argyle,आर्गाइल,,Shri,Done
MPP,Mulatupo,मूलतूपो,,Shri,Done
SDZ,Scatsta,स्क्यात्स्ता,,Shri,Done
VGZ,Villa Garzon,विला गारज़न,,Shri,Done
ILP,lle des Pins,आईलेस डेस पिंस,,Shri,Done
GFN,Grafton,ग्राफ्टन,,Shri,Done
GNS,Gunung Sitoli,गुनुंग सितोली,,Shri,Done
HID,Horn Island,हॉर्न आइलैंड,هورن آيلاند,Shri,Done
EBU,St Etienne,सेंट ईटियेन,سانت ايتيين,Shri,Done
SHD,Staunton,स्टॉन्टन,ستونتون,Shri,Done
HAR,Harrisburg,हैरिसबर्ग,هاريسبورغ,Shri,Done
NCU,Nukus,नुकूस,نوكوس,Shri,Done
NGS,Nagasaki,नागासाकी,ناغازاكي,Shri,Done
MOT,Minot,मिनोट,مينوت,Shri,Done
MYT,Myitkyina,मईत्क्यिना,ميتكيينا,Shri,Done
YQM,Moncton,मॉन्कटन,مونكتون,Shri,Done
MCM,Monaco,मोनाको,موناكو,Shri,Done
MKM,Mukah,मुकाह,موكاه,Shri,Done
MMA,Malmo,माल्मो,مالمو,Shri,Done
MGF,Maringa,मरिंगा,مارينجا,Shri,Done
MAR,Maracaibo,मैराकाइबो,ماراكايبو,Shri,Done
LWS,Lewiston,लेविस्टन,لويستون,Shri,Done
LUM,Luxi,लक्जि,لوكسي,Shri,Done
LUD,Luderitz,लुदेरित्ज़,لودريتز,Shri,Done
LFT,Lafayette,लाफीयेट,لافاييت,Shri,Done
IRK,Kirksville,किर्क्सविल्ल,كيركسفيل,Shri,Done
CLL,College Station,कॉलेज स्टेशन,كوليج ستيشن,Shri,Done
KBV,Krabi,क्राबी,كرابي,Shri,Done
YBL,Campbell River,कैंपबेल रिवर,كامبل ريفر,Shri,Done
KGI,Kalgoorlie,केल्गूर्ली,كالغورلي,Shri,Done
VLN,Valencia,वालेंसिया,فالنسيا,Shri,Done
BDQ,Vadodara,वडोदरा,فادودارا,Shri,Done
GAM,Gambell,गैम्बल,غامبيل,Shri,Done
SJW,Shijiazhuang,शीज़ीयाज़ूआंग,شيجياتشوانغ,Shri,Done
SIC,Sinop,सिनॉप,سينوب,Shri,Done
ZYL,Sylhet Osmani,सिलहेट ओसमानी,سيلهيت عثماني,Shri,Done
SGC,Surgut,सुर्गुट,سورجوت,Shri,Done
SNU,Santa Clara,सांता क्लारा,سانتا كلارا,Shri,Done
SVD,St Vincent,सेंट विंसेंट,سانت فنسنت,Shri,Done
HIN,Sacheon,शेचेन,ساتشيون,Shri,Done
ZAM,Zamboanga,ज़ाम्बोआंगा,زامبوانجا,Shri,Done
RCH,Riohacha,रायोहाचा,ريوهاتشا,Shri,Done
REC,Recife,रेसिफ़,ريسيفي,Shri,Done
RNB,Ronneby,रोनबी,رونيبي,Shri,Done
RDD,Redding,रेडिंग,ردينغ,Shri,Done
DOM,Dominica,डोमिनिका,دومينيكا,Shri,Done
HVB,Hervey Bay,हार्वे बे,خليج هيرفي,Shri,Done
JNU,Juneau,जुनो,جونو,Shri,Done
JRH,Jorhat,जोरहाट,جورهات,Shri,Done
GVA,Geneva,जिनेवा,جنيف,Shri,Done
FRE,Fera Island,फेरा आइलैंड,جزيرة فيرا,Shri,Done
GIB,Gibraltar,जिब्राल्टर,جبل طارق,Shri,Done
MKL,Jackson,जैक्सन,جاكسون,Shri,Done
TGJ,Tiga,टिगा,تيجا,Shri,Done
TKS,Tokushima,टोकुशिमा,توكوشيما,Shri,Done
TUP,Tupelo,टुपेलो,توبيلو,Shri,Done
TDX,Trat,ट्रेट,ترات,Shri,Done
PND,Punta Gorda,पंटा गोरदा,بونتا جوردا,Shri,Done
PCR,Puerto Carreno,प्योर्टो कैरैनो,بورتو كارينو,Shri,Done
TAT,Poprad,पोपराद,بوبراد,Shri,Done
BAV,Baotou,बाओटौ,باوتو,Shri,Done
YXP,Pangnirtung,पँगनिरतुंग,بانجنيرتونج,Shri,Done
BRW,Barrow,बॅरो,بارو,Shri,Done
PED,Pardubice,पारडुबीसे,باردوبيتسه,Shri,Done
EJA,Barrancabermeja,बैरनकैबरमेजा,بارانكابيرميا,Shri,Done
AXR,Arutua,अरुतुअा,آروتوا,Shri,Done
APW,Apia,अपिया,آبيا,Shri,Done
OAG,Orange,ऑरेंज,أورانج,Shri,Done
ODS,Odessa,ओडेसा,أوديسا,Shri,Done
UAH,Ua Huka,ऊ हुका,أوا هوكا,Shri,Done
AGR,Agra,आगरा,أكرة,Shri,Done
ABA,Abakan,अबाकान,أباكان,Shri,Done
ETH,Elat,एलाट,إيلات,Shri,Done
IXU,Aurangabad,औरंगाबाद,اورانجاباد,Shri,Done
JGD,Jiagedaqi District,जियाजेडाकी डिस्ट्रिक्ट,,Shri,Done
MLL,Marshall,मार्शल,,Shri,Done
GDZ,Gelendzik,जेलंजहिक,,Shri,Done
SLQ,Sleetmute,स्लीटम्यूट,,Shri,Done
HDG,Handan,हान्डान,,Shri,Done
KID,Kristianstad,क्रिस्तीअनस्टॅंड,,Shri,Done
KRW,Krasnovodsk,क्रश्नोवोड़स्क,,Shri,Done
HOV,Orsta-Volda,ऑर्स्टा-वोल्डा,,Shri,Done
NLG,Nelson Lagoon,नेल्सन लैगून,,Shri,Done
CIY,Comiso,कमिसो,,Shri,Done
IRI,Iringa,इरिंगा,,Shri,Done
OLF,Wolf Point,वुल्फ पॉइंट,,Shri,Done
KLN,Larsen Bay,लार्सन बे,,Shri,Done
LIW,Loikaw,लोईकॉ,,Shri,Done
KAE,Kake,काके,,Shri,Done
HKB,Healy,हीली,,Shri,Done
OLZ,Olpoi,ओलपोई,,Shri,Done
THQ,Tianshui,त्यानशुई,,Shri,Done
LPY,Le Puy,ले पु,,Shri,Done
MRE,Masai Mara,मसाई मारा,,Shri,Done
BTK,Bratsk,ब्राट्स्क,,Shri,Done
KNG,Kaimana,कामाना,,Shri,Done
KEK,Ekwok,एक्वोक,,Shri,Done
SLI,Solwesi,सॉलवेसी,,Shri,Done
GKK,Kooddoo,कूद्डू,,Shri,Done
ALZ,Lazy Bay,लेज़ी बे,,Shri,Done
KWM,Kowanyama,कोवनयमा,,Shri,Done
NJF,Najaf,नजफ,,Shri,Done
PPW,Papa Westray,पापा वेस्टरे,,Shri,Done
HZG,Hanzhong,हैन्ज़ॉंग,,Shri,Done
CSK,Cap Skiring,कैप स्कीरिंग,,Shri,Done
CXB,Coxs Bazar,कॉक्स बाजार,كوكس بازار,Shri,Done
FRD,Friday harbor,फ्राइडे हार्बर,فرايدي هاربور,Shri,Done
HHH,Hilton Head,हिल्टन हेड,هيلتون هيد,Shri,Done
MQT,Marquette,मार्क्वेट,ماركويت,Shri,Done
MFE,Mc Allen Mission,मैक एलन मिशन,ماكالين ميسيون,Shri,Done
TAY,Tartu Ulenurme,तार्तू उलेंनर्म,تارتو يولينيرم,Shri,Done
VEL,Vernal,वर्नल,فيرنال,Shri,Done
HLD,Hailar,हैइलर,هايلار,Shri,Done
AIA,Alliance,अलायंस,تحالف,Shri,Done
HAV,Havana,हवाना,هافانا,Shri,Done
NOU,Noumea,नौमिया,نوميا,Shri,Done
NAS,Nassau,नासाउ,ناسو,Shri,Done
MLU,Monroe,मुनरो,مونرو,Shri,Done
MCT,Muscat,मस्कट,مسقط,Shri,Done
CRK,Angeles City,एंजेल्स सिटी,مدينة انجليس,Shri,Done
MCZ,Maceio,मैसीओ,ماسيو,Shri,Done
MVR,Maroua,मारूआ,ماروا,Shri,Done
LJU,Ljubljana,लियूब्लियना,ليوبليانا,Shri,Done
LAN,Lansing,लांसिंग,لانسينغ,Shri,Done
LRM,La Romana,ला रोमाना,لا رومانا,Shri,Done
CFU,Corfu,कोर्फू,كورفو,Shri,Done
CMW,Camaguey,कामागुए,كماغوي,Shri,Done
CEC,Crescent City,क्रिसेंट सिटी,كريسنت سيتي,Shri,Done
KUN,Kaunas,कौनस,كاوناس,Shri,Done
KAN,Kano,कानो,كانو,Shri,Done
XKH,Phon Savan,फोन सावान,فون سافان,Shri,Done
MEE,Mare,मारे,فرماري,Shri,Done
TAS,Tashkent,ताशकंद,طشقند,Shri,Done
AGT,Ciudad Del Este,सियुडॅड डेल एस्ट,سيوداد ديل استي,Shri,Done
ZAZ,Zaragoza,ज़रागोज़ा,سرقسطة,Shri,Done
EAE,Sangafa,संगाफा,سانغافا,Shri,Done
YXE,Saskatoon,सास्काटून,ساسكاتون,Shri,Done
RBR,Rio Branco,रियो ब्रैंको,ريو برانكو,Shri,Done
DBQ,Dubuque,डब्यूख,دوبوك,Shri,Done
DUD,Dunedin,डुनेडिन,دنيدن,Shri,Done
DAY,Dayton,डेटन,دايتون,Shri,Done
JAL,Jalapa,जलपा,خالابا,Shri,Done
TNA,Jinan,जिनान,جينان,Shri,Done
GIZ,Gizan,गिज़न,جيزان,Shri,Done
GTO,Gorontalo,गोरोन्तालो,جورونتالو,Shri,Done
GOA,Genoa,जेनोआ,جنوة,Shri,Done
RNL,Rennell Island,रेनेल आइलैंड,جزيرة رينيل,Shri,Done
XAP,Chapeco,छपेको,تشابيكو,Shri,Done
TRU,Trujillo,ट्रूजिलो,تروخيو,Shri,Done
TJQ,Tanjung Pandan,तंजुंग पंदन,تانجونج باندان,Shri,Done
TLJ,Tatalina,ततालिना,تاتالينا,Shri,Done
TAP,Tapachula,तपचुला,تاباتشولا,Shri,Done
OGZ,Beslan,बेसलान,بيسلان,Shri,Done
XBJ,Birjand,बीरजन्द,بيرجند,Shri,Done
PGA,Page,पेज,بيدج,Shri,Done
PDP,Punta Del Este,पंटा डेल एस्टे,بونتا ديل استي,Shri,Done
BFV,Buri Ram,बुरी राम,بوري رام,Shri,Done
YZT,Port hardy,पोर्ट हार्डी,بورت هاردي,Shri,Done
BEN,Benghazi,बेंगाज़ी,بنغازي,Shri,Done
IXG,Belgaum,बेलगाम,بلجاوم,Shri,Done
PBG,Plattsburgh,प्लॉट्सबर्घ,بلاتسبرغ,Shri,Done
BME,Broome,ब्रूम,بروم,Shri,Done
BTJ,Banda Aceh,बांदा आचे,باندا آتشيه,Shri,Done
PMO,Palermo,पलेर्मो,باليرمو,Shri,Done
BCM,Bacau,बकौ,باكاو,Shri,Done
PAH,Paducah,पाड़ुकाह,بادوكاه,Shri,Done
OMA,Omaha,ओमाहा,أوماها,Shri,Done
OSL,Oslo,ओस्लो,أوسلو,Shri,Done
OZC,Ozamis,ओजामिस,أوزاميس,Shri,Done
YOW,Ottawa,ओटावा,أوتاوا,Shri,Done
ACC,Accra,अक्करा,أكرا,Shri,Done
SCO,Aktau,अकतौ,أكتاو,Shri,Done
AGA,Agadir,अगाडिर,أكادير,Shri,Done
ATD,Atoifi,ऑटोफी,اتويفي,Shri,Done
RTW,Saratov,सेराटोव,,Shri,Done
KZB,Zachar Bay,ज़कार बे,,Shri,Done
RVK,Rørvik,रोरविक,,Shri,Done
RGK,Gorno-Altaysk,गॉर्नो-अल्टेयस्क,,Shri,Done
WNH,Wenshan,वेनशान,,Shri,Done
HHQ,Prachuap Khiri Khan,प्रकुआप खीरी खान,,Shri,Done
PWE,Pevek,पेवेक,,Shri,Done
ABL,Ambler,अम्बलेर,,Shri,Done
SIR,Sion,सायन,,Shri,Done
LUW,Luwuk,लुउक,,Shri,Done
EDO,Balikesir Korfez,बलाइक्सीर कोरफेज़,,Shri,Done
BAL,Batman,बैटमैन,,Shri,Done
AOS,Amook Bay,अमूक बे,,Shri,Done
FUT,Futuna Island,फ़्यूचूना आइलैंड,,Shri,Done
VAN,Van,वैन,,Shri,Done
SSJ,Sandnessjoen,सांड़नेस्स्जोएन,,Shri,Done
SRI,Samarinda,सामरिंदा,,Shri,Done
BTI,Barter Island,बार्टर आइलैंड,,Shri,Done
BWE,Braunschweig,ब्रौंसचवेइग,,Shri,Done
UTO,Indian Mountains,इंडियन माउंटन्स,,Shri,Done
NQU,Nuqu¡,नुक़ु¡,,Shri,Done
,,,,Shri,Done
EAP,Mulhouse,मलहाउस,,Shri,Done
AJI,Agri,अग्री,,Shri,Done
SYB,Seal Bay,सील बे,,Shri,Done
YAZ,Tofino,टोफ़िनो,,Shri,Done
PMK,Palm Island,पाम आइलैंड,,Shri,Done
KLF,Kaluga,कालुगा,,Shri,Done
KKB,Kitoi Bay,कीटोई बे,,Shri,Done
ZKG,Kegaska,केगासका,,Shri,Done
COD,Cody Yellowstone,कोड़ी येलोस्टोन,كودي يلوستون,Shri,Done
MNG,Maningrida,मनिंग्रीडा,مانينغريدا,Shri,Done
MCE,Merced,मेरसेद,ميرسيد,Shri,Done
TBU,Nuku Alofa,नुकू अलोफा,نوكو ألوفا,Shri,Done
YAY,St Anthony,सेंट एंथोनी,سانت أنتوني,Shri,Done
EGE,Vail Eagle,वेल ईगल,فيل إيغل,Shri,Done
GWT,Westerland,वेस्टरलैंड,ويسترلاند,Shri,Done
HOU,Houston,ह्यूस्टन,هيوستن,Shri,Done
HAN,Hanoi,हनोई,هانوي,Shri,Done
HVR,Havre,हार्वे,هافر,Shri,Done
TMU,Nicoya,निकोया,نيكويا,Shri,Done
NNY,Nanyang,नानयांग,نانيانغ,Shri,Done
WNP,Naga,नागा,ناغا,Shri,Done
NNT,Nan,नेन,نادي,Shri,Done
YGJ,Miho,मिहो,ميهو,Shri,Done
MDG,Mudanjiang,मूड़ानजियांग,مودانجيانغ,Shri,Done
MQP,Mpumalanga,एंपुमालांगा,مبومالانجا,Shri,Done
GDX,Magadan,मॅगडन,ماجادان,Shri,Done
LVI,Livingstone,लिविंगस्टोन,ليفينغستون,Shri,Done
LOK,Lodwar,लोड़वार,لودوار,Shri,Done
TRI,Blountville,ब्लौंटविल्ल,لاونت فيلي,Shri,Done
KIT,Kithira,किथीरा,كيثيرا,Shri,Done
VCS,Conson,कॉन्सन,كونسون,Shri,Done
CZM,Cozumel,कोज़ुमेल,كوزوميل,Shri,Done
OTZ,Kotzebue,कोट्ज़ेब्यू,كوتزيبيو,Shri,Done
KSH,Kermanshah,कर्मनशाह,كرمنشاه,Shri,Done
KDM,Kaadedhdhoo,काड़ेढ़ढू,كاديدهو,Shri,Done
FEG,Fergana,फेर्गाना,فرغانة,Shri,Done
VLS,Valesdir,वेलस्डियर,فالسدر,Shri,Done
GYE,Guayaquil,ग्वायेकिल,غواياكيل,Shri,Done
GDL,Guadalajara,गुआदलज़ारा,غوادالاخارا,Shri,Done
SZX,Shenzhen,शेन्ज़ेन,شنتشن,Shri,Done
SHW,Sharurah,शरूरा,شرورة,Shri,Done
CME,Ciudad Del Carmen,सिउदाद डेल कारमेन,سيوداد ديل كارمن,Shri,Done
SOQ,Sorong,सोरोंग,سورونغ,Shri,Done
YSK,Sanikiluaq,सनीकिलुआक,سانيكلواك,Shri,Done
SCQ,Santiago,सैंटियागो,سانتياغو,Shri,Done
SAL,San Salvador,सैन सैल्वाडोर,سان سلفادور,Shri,Done
ZNZ,Zanzibar,जंजीबार,زنجبار,Shri,Done
ZRJ,Round Lake,राउंड लैक,راوند ليك,Shri,Done
RDU,Raleigh,रैले,رالي,Shri,Done
DIR,Dire Dawa,डायर डावा,دير داوا,Shri,Done
CFN,Dongloe,डॉंग्लो,دنقلا ؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟,Shri,Done
DXB,Dubai,दुबई,دبي,Shri,Done
DHM,Dharamsala,धर्मशाला,دارام سالا,Shri,Done
SSR,Pentecost Island,पेंटेकोस्ट आइलैंड,جزيرة بينتيكوست,Shri,Done
TLE,Toliara,टोलिआरा,توليارا,Shri,Done
TUB,Tubuai,तुबुआई,توبواي,Shri,Done
CKG,Chongqing,चॉंगक़िंग,تشونغتشينغ,Shri,Done
CSX,Changcha,चाँगचा,تشانغشا,Shri,Done
CHS,Charleston,चार्ल्सटन,تشارلستون,Shri,Done
