airport_code,city_code,airport_name_en,airport_name_ar,airport_name_hi,Address in English,Address in Arabic,,Email,Phone,Website
GZP,SAW,Gazipaa Airport,,,,,,,,
GZT,GZT,Gaziantep International Airport,,,,,,,,
HAA,HAA,Hasvik Airport,,,,,,,,
HAC,,,,,,,,,,
HAD,HAD,Halmstad City Airport,,,,,,,,
HAH,HAH,Prince Said Ibrahim International Airport,,,,,,,,
HAJ,HAJ,Hannover Airport,,,,,,,,
HAK,HAK,Haikou Meilan International Airport,,,,,,,,
HAM,HAM,Hamburg Airport,,,,,,,,
HAN,HAN,Noi Bai International Airport,,,,,,,,
HAQ,HAQ,Hanimaadhoo Airport,,,,,,,,
HAS,HAS,Hail Airport,,,,,,,,
HAU,HAU,Haugesund Airport,,,,,,,,
HAV,HAV,Jos Mart International Airport,,,,,,,,
HBA,HBA,Hobart International Airport,,,,,,,,
HBE,ALY,Borg El Arab Airport,,,,,,,,
HCJ,,,,,,,,,,
HCR,HCR,Holy Cross Airport,,,,,,,,
HDF,HDF,Heringsdorf Airport,,,,,,,,
HDG,DAT,Handan Airport,,,,,,,,
HDN,HDN,Yampa Valley Airport,,,,,,,,
HDS,HDS,Hoedspruit Air Force Base Airport,,,,,,,,
HDY,HDY,Hat Yai International Airport,,,,,,,,
HEA,HEA,Herat Airport,,,,,,,,
HEH,HEH,Heho Airport,,,,,,,,
HEK,HEK,Heihe Airport,,,,,,,,
HEL,HEL,Helsinki Airport,,,,,,,,
HER,HER,Heraklion International Airport,,,,,,,,
HET,HET,Hohhot Baita International Airport,,,,,,,,
HFE,HFE,Hefei Luogang International Airport,,,,,,,,
HFS,,,,,,,,,,
HFT,HFT,Hammerfest Airport,,,,,,,,
HGA,HGA,Egal International Airport,,,,,,,,
HGD,,,,,,,,,,
HGH,HGH,Hangzhou Xiaoshan International Airport,,,,,,,,
HGN,HGN,Mae Hong Son Airport,,,,,,,,
HGO,HGO,Korhogo Airport,,,,,,,,
HGR,HGR,Hagerstown Regional Airport,,,,,,,,
HGU,HGU,Mount Hagen Kagamuga Airport,,,,,,,,
HHH,HHH,Hilton Head Airport,,,,,,,,
HHN,FRA,Frankfurt-hahn Airport,,,,,,,,
HHQ,,,,,,,,,,
HHZ,REA,Hikueru Atoll Airport,,,,,,,,
HIA,ASA,Lianshui Airport,,,,,,,,
HIB,HIB,Range Regional Airport,,,,,,,,
HID,HID,Horn Island Airport,,,,,,,,
HIJ,HIJ,Hiroshima Airport,,,,,,,,
HIN,HIN,Sacheon Air Base,,,,,,,,
HIR,HIR,Honiara International Airport,,,,,,,,
HJJ,CGD,Zhijiang Airport,,,,,,,,
HJR,HJR,Khajuraho Airport,,,,,,,,
HKB,,,,,,,,,,
HKD,HKD,Hakodate Airport,,,,,,,,
HKG,HKG,Chek Lap Kok International Airport,,,,,,,,
HKK,HKK,Hokitika Airport,,,,,,,,
HKN,HKN,Hoskins Airport,,,,,,,,
HKT,HKT,Phuket International Airport,,,,,,,,
HLA,JNB,Lanseria International Airport,,,,,,,,
HLD,HLD,Dongshan Airport,,,,,,,,
HLH,HLH,Ulanhot Airport,,,,,,,,
HLN,HLN,Helena Regional Airport,,,,,,,,
HLP,JKT,Halim Perdanakusuma Airport,,,,,,,,
HLZ,HLZ,Hamilton International Airport,,,,,,,,
HMA,HMA,Khanty Mansiysk Airport,,,,,,,,
HMB,RMF,Sohag International Airport,,,,,,,,
HME,HME,Oued Irara Airport,,,,,,,,
HMI,HMI,Hami Airport,,,,,,,,
HMO,HMO,General Ignacio Pesqueira Garca International Airport,,,,,,,,
HMV,HMV,Hemavan Airport,,,,,,,,
HNA,HNA,Hanamaki Airport,,,,,,,,
HND,TYO,Haneda Airport,,,,,,,,
HNH,HNH,Hoonah Airport,,,,,,,,
HNL,HNL,Honolulu International Airport,,,,,,,,
HNM,HNM,Hana Airport,,,,,,,,
HNS,HNS,Haines Airport,,,,,,,,
HNY,,,,,,,,,,
HOB,HOB,Lea County Regional Airport,,,,,,,,
HOD,HOD,Hodeida International Airport,,,,,,,,
HOF,HOF,Al Ahsa Airport,,,,,,,,
HOG,HOG,Frank Pais International Airport,,,,,,,,
HOI,HOI,Hao Airport,,,,,,,,
HOM,HOM,Homer Airport,,,,,,,,
HON,HON,Huron Regional Airport,,,,,,,,
HOR,HOR,Horta Airport,,,,,,,,
HOT,HOT,Memorial Field Airport,,,,,,,,
HOU,HOU,William P Hobby Airport,,,,,,,,
HOV,,,,,,,,,,
HOX,,,,,,,,,,
HPA,,,,,,,,,,
HPB,HPB,Hooper Bay Airport,,,,,,,,
HPG,,,,,,,,,,
HPH,HPH,Cat Bi International Airport,,,,,,,,
HPN,HPN,Westchester County Airport,,,,,,,,
HRB,HRB,Taiping Airport,,,,,,,,
HRE,HRE,Harare International Airport,,,,,,,,
HRG,HRG,Hurghada International Airport,,,,,,,,
HRI,RML,Mattala Rajapaksa International Airport,,,,,,,,
HRK,HRK,Kharkiv International Airport,,,,,,,,
HRL,HRL,Valley International Airport,,,,,,,,
HRO,HRO,Boone County Airport Arkansas,,,,,,,,
HSG,HSG,Saga Airport,,,,,,,,
HSL,,,,,,,,,,
HSN,HSN,Zhoushan Airport,,,,,,,,
HSV,HSV,Huntsville International Airport,,,,,,,,
HTA,HTA,Chita-kadala Airport,,,,,,,,
HTG,,,,,,,,,,
HTI,HTI,Great Barrier Reef Airport,,,,,,,,
HTN,HTN,Hotan Airport,,,,,,,,
HTS,HTS,Tri-state Airport,,,,,,,,
HTY,SIC,Hatay Airport,,,,,,,,
HUE,,,,,,,,,,
HUH,HUH,Huahine-fare Airport,,,,,,,,
HUI,HUI,Phu Bai Airport,,,,,,,,
HUN,HUN,Hualien Airport,,,,,,,,
HUS,,,,,,,,,,
HUU,TBP,Alferez Fap David Figueroa Fernandini Airport,,,,,,,,
HUX,HUX,Bah-as De Huatulco International Airport,,,,,,,,
HUY,HUY,Humberside Airport,,,,,,,,
HUZ,,,,,,,,,,
HVB,HVB,Hervey Bay Airport,,,,,,,,
HVD,UYN,Khovd Airport,,,,,,,,
HVG,HVG,Valan Airport,,,,,,,,
HVN,HVN,Tweed New Haven Regional Airport,,,,,,,,
HVR,HVR,Havre City-county Airport,,,,,,,,
HXD,,,,,,,,,,
HYA,HYA,Barnstable Municipal Airport,,,,,,,,
HYD,HYD,Rajiv Gandhi International Airport,,,,,,,,
HYG,HOM,Hydaburg Seaplane Base,,,,,,,,
HYL,,,,,,,,,,
HYN,HYN,Huangyan Luqiao Airport,,,,,,,,
HYS,HYS,Hays Regional Airport,,,,,,,,
HZG,,,,,,,,,,
HZH,NAO,Liping Airport,,,,,,,,
IAA,,,,,,,,,,
IAD,WAS,Washington Dulles International Airport,,,,,,,,
IAG,IAG,Niagara Falls International Airport,,,,,,,,
IAH,HOU,George Bush Intercontinental Airport,,,,,,,,
IAM,IAM,In Amcnas Airport,,,,,,,,
IAN,IGG,Bob Baker Memorial Airport,,,,,,,,
IAO,ZAM,Siargao Airport,,,,,,,,
IAR,,,,,,,,,,
IAS,IAS,Iai International Airport,,,,,,,,
IBA,ENU,Ibadan Airport,,,,,,,,
IBE,IBE,Perales Airport,,,,,,,,
IBR,,,,,,,,,,
IBZ,IBZ,Ibiza Airport,,,,,,,,
ICI,ICI,Cicia Airport,,,,,,,,
ICN,SEL,Incheon International Airport,,,,,,,,
ICT,ICT,Wichita Mid-continent Airport,,,,,,,,
IDA,IDA,Idaho Falls Regional Airport,,,,,,,,
IDR,IDR,Devi Ahilyabai Holkar Airport,,,,,,,,
IEG,,,,,,,,,,
IEV,IEV,Kyiv International Airport Zhuliany,,,,,,,,
IFJ,IFJ,Safjrur Airport,,,,,,,,
IFN,IFN,Esfahan Shahid Beheshti International Airport,,,,,,,,
IFO,IFO,Ivano-frankivsk International Airport,,,,,,,,
IFU,,,,,,,,,,
IGA,IGA,Inagua Airport,,,,,,,,
IGD,,,,,,,,,,
IGG,IGG,Igiugig Airport,,,,,,,,
IGR,IGR,Cataratas Del Iguaz International Airport,,,,,,,,
IGT,OGZ,Magas Airport,,,,,,,,
IGU,IGU,Foz Do Iguau International Airport,,,,,,,,
IJK,,,,,,,,,,
IKA,THR,Tehran Imam Khomeini International Airport,,,,,,,,
IKE,,,,,,,,,,
IKI,IKI,Iki Airport,,,,,,,,
IKO,AKN,Nikolski Air Station,,,,,,,,
IKS,,,,,,,,,,
IKT,IKT,International Airport Irkutsk,,,,,,,,
ILD,LCG,Lleida-alguaire Airport,,,,,,,,
ILI,ILI,Iliamna Airport,,,,,,,,
ILM,ILM,Wilmington International Airport,,,,,,,,
ILO,ILO,Iloilo International Airport,,,,,,,,
ILP,KNQ,Le Des Pins Airport,,,,,,,,
ILR,ILR,Ilorin International Airport,,,,,,,,
ILY,ILY,Islay Airport,,,,,,,,
IMF,IMF,Imphal Airport,,,,,,,,
IMP,IMP,Imperatriz Airport,,,,,,,,
IMT,IMT,Ford Airport,,,,,,,,
INB,,,,,,,,,,
INC,INC,Yinchuan Airport,,,,,,,,
IND,IND,Indianapolis International Airport,,,,,,,,
INH,INH,Inhambane Airport,,,,,,,,
INI,,,,,,,,,,
INL,INL,Falls International Airport,,,,,,,,
INN,INN,Innsbruck Airport,,,,,,,,
INT,INT,Smith Reynolds Airport,,,,,,,,
INU,INU,Nauru International Airport,,,,,,,,
INV,INV,Inverness Airport,,,,,,,,
INZ,INZ,In Salah Airport,,,,,,,,
IOA,IOA,Ioannina National Airport,,,,,,,,
IOM,IOM,Isle Of Man Airport,,,,,,,,
IOQ,,,,,,,,,,
IOS,IOS,Ilhus Jorge Amado Airport,,,,,,,,
IOT,,,,,,,,,,
IPA,IPA,Ipota Airport,,,,,,,,
IPC,IPC,Mataveri International Airport,,,,,,,,
IPH,IPH,Sultan Azlan Shah Airport,,,,,,,,
IPN,,,,,,,,,,
IPT,IPT,Williamsport Regional Airport,,,,,,,,
IQN,IQN,Qingyang Airport,,,,,,,,
IQQ,IQQ,Diego Aracena International Airport,,,,,,,,
IQT,IQT,Coronel Fap Francisco Secada Vignetta International Airport,,,,,,,,
IRA,IRA,Ngorangora Airport,,,,,,,,
IRC,,,,,,,,,,
IRI,,,,,,,,,,
IRJ,IRJ,Capitan V A Almonacid Airport,,,,,,,,
IRK,IRK,Kirksville Regional Airport,,,,,,,,
IRM,HMA,Igrim Airport,,,,,,,,
IRP,,,,,,,,,,
ISA,ISA,Mount Isa Airport,,,,,,,,
ISB,ISB,Benazir Bhutto International Airport,,,,,,,,
ISC,,,,,,,,,,
ISE,,,,,,,,,,
ISG,ISG,Ishigaki Airport,,,,,,,,
ISN,ISN,Sloulin Field International Airport,,,,,,,,
ISP,ISP,Long Island Macarthur Airport,,,,,,,,
IST,IST,Istanbul Atatrk Airport,,,,,,,,
ISU,BSR,Sulaymaniyah International Airport,,,,,,,,
ITB,ITB,Itaituba Airport,,,,,,,,
ITH,ITH,Ithaca Tompkins Regional Airport,,,,,,,,
ITM,OSA,Osaka International Airport,,,,,,,,
ITO,ITO,Hilo International Airport,,,,,,,,
ITU,,,,,,,,,,
IUE,IUE,Niue International Airport,,,,,,,,
IUI,,,,,,,,,,
IVC,IVC,Invercargill Airport,,,,,,,,
IVL,IVL,Ivalo Airport,,,,,,,,
IWA,,,,,,,,,,
IWD,IWD,Gogebic-iron County Airport,,,,,,,,
IWJ,,,,,,,,,,
IWK,,,,,,,,,,
IXA,IXA,Agartala Airport,,,,,,,,
IXB,IXB,Bagdogra Airport,,,,,,,,
IXC,IXC,Chandigarh Airport,,,,,,,,
IXD,IXD,Allahabad Airport,,,,,,,,
IXE,IXE,Mangalore International Airport,,,,,,,,
IXG,IXG,Belgaum Airport,,,,,,,,
IXI,,,,,,,,,,
IXJ,IXJ,Jammu Airport,,,,,,,,
IXL,IXL,Leh Kushok Bakula Rimpochee Airport,,,,,,,,
IXM,IXM,Madurai Airport,,,,,,,,
IXR,IXR,Birsa Munda Airport,,,,,,,,
IXS,IXS,Silchar Airport,,,,,,,,
IXU,IXU,Aurangabad Airport,,,,,,,,
IXZ,IXZ,Vir Savarkar International Airport,,,,,,,,
IZA,,,,,,,,,,
IZO,IZO,Izumo Airport,,,,,,,,
JAC,JAC,Jackson Hole Airport,,,,,,,,
JAE,,,,,,,,,,
JAI,JAI,Jaipur International Airport,,,,,,,,
JAL,JAL,El Lencero Airport,,,,,,,,
JAN,JAN,Jackson-evers International Airport,,,,,,,,
JAU,,,,,,,,,,
JAV,JAV,Ilulissat Airport,,,,,,,,
JAX,JAX,Jacksonville International Airport,,,,,,,,
JBB,,,,,,,,,,
JBQ,,,,,,,,,,
JBR,,,,,,,,,,
JCH,JCH,Qasigiannguit Heliport,,,,,,,,
JCK,,,,,,,,,,
JDH,JDH,Jodhpur Airport,,,,,,,,
JDO,JDO,Orlando Bezerra De Menezes Airport,,,,,,,,
JDZ,JDZ,Jingdezhen Airport,,,,,,,,
JED,JED,King Abdulaziz International Airport,,,,,,,,
JEG,JEG,Aasiaat Airport,,,,,,,,
JEK,,,,,,,,,,
JER,JER,Jersey Airport,,,,,,,,
JFK,NYC,John F Kennedy International Airport,,,,,,,,
JFR,JFR,Paamiut Airport,,,,,,,,
JGA,JGA,Jamnagar Airport,,,,,,,,
JGD,TQR,Jiagedaqi Airport,,,,,,,,
JGN,JGN,Jiayuguan Airport,,,,,,,,
JGO,JGO,Qeqertarsuaq Heliport,,,,,,,,
JGS,JGS,Jinggangshan Airport,,,,,,,,
JHB,JHB,Senai International Airport,,,,,,,,
JHG,JHG,Xishuangbanna Gasa Airport,,,,,,,,
JHM,JHM,Kapalua Airport,,,,,,,,
JHS,JHS,Sisimiut Airport,,,,,,,,
JHW,JHW,Chautauqua County-jamestown Airport,,,,,,,,
JIB,JIB,Djibouti-ambouli International Airport,,,,,,,,
JIC,TQR,Jinchuan Airport,,,,,,,,
JIJ,,,,,,,,,,
JIK,JIK,Ikaria Island National Airport,,,,,,,,
JIM,JIM,Jimma Airport,,,,,,,,
JIQ,TQR,Qianjiang Wulingshan Airport,,,,,,,,
JJG,,,,,,,,,,
JJN,JJN,Quanzhou Airport,,,,,,,,
JJU,JGO,Qaqortoq Heliport,,,,,,,,
JKG,JKG,Jnkping Airport,,,,,,,,
JKH,JKH,Chios Island National Airport,,,,,,,,
JKL,,,,,,,,,,
JKR,JUM,Janakpur Airport,,,,,,,,
JLN,JLN,Joplin Regional Airport,,,,,,,,
JLR,JLR,Jabalpur Airport,,,,,,,,
JMK,JMK,Mykonos Island National Airport,,,,,,,,
JMS,JMS,Jamestown Regional Airport,,,,,,,,
JMU,JMU,Jiamusi Airport,,,,,,,,
JNB,JNB,O R Tambo International Airport,,,,,,,,
JNG,INC,Jining Qufu Airport,,,,,,,,
JNN,JNN,Nanortalik Heliport,,,,,,,,
JNS,JNS,Narsaq Heliport,,,,,,,,
JNU,JNU,Juneau International Airport,,,,,,,,
JNX,JNX,Naxos Island National Airport,,,,,,,,
JNZ,JNZ,Jinzhou Airport,,,,,,,,
JOE,JOE,Joensuu Airport,,,,,,,,
JOG,JOG,Adi Sutjipto International Airport,,,,,,,,
JOI,JOI,Joinville-lauro Carneiro De Loyola Airport,,,,,,,,
JOK,JOK,Yoshkar-ola Airport,,,,,,,,
JOS,JOS,Yakubu Gowon Airport,,,,,,,,
JPA,JPA,Presidente Castro Pinto International Airport,,,,,,,,
JPR,,,,,,,,,,
JQA,JQA,Qaarsut Airport,,,,,,,,
JQE,,,,,,,,,,
JRF,,,,,,,,,,
JRH,JRH,Jorhat Airport,,,,,,,,
JRO,JRO,Kilimanjaro International Airport,,,,,,,,
JSH,JSH,Sitia Airport,,,,,,,,
JSI,JSI,Skiathos Island National Airport,,,,,,,,
JSR,JSR,Jessore Airport,,,,,,,,
JST,JST,Johnstown-cambria County Airport,,,,,,,,
JSU,JSU,Maniitsoq Airport,,,,,,,,
JSY,JSY,Syros Island National Airport,,,,,,,,
JTC,,,,,,,,,,
JTR,JTR,Santorini Thira National Airport,,,,,,,,
JTY,JTY,Astypalaia Airport,,,,,,,,
JUB,JUB,Juba Airport,,,,,,,,
JUH,TQR,Jiuhuashan Airport,,,,,,,,
JUJ,JUJ,Gobernador Horacio Guzmn International Airport,,,,,,,,
JUK,,,,,,,,,,
JUL,JUL,Inca Manco Cpac International Airport,,,,,,,,
JUU,,,,,,,,,,
JUV,JHS,Upernavik Airport,,,,,,,,
JUZ,JUZ,Quzhou Airport,,,,,,,,
JXA,,,,,,,,,,
JYV,JYV,Jyvaskyla Airport,,,,,,,,
JZH,JZH,Jiuzhai Huanglong Airport,,,,,,,,
KAA,,,,,,,,,,
KAB,,,,,,,,,,
KAD,KAD,Kaduna Airport,,,,,,,,
KAE,,,,,,,,,,
KAJ,KAJ,Kajaani Airport,,,,,,,,
KAL,,,,,,,,,,
KAN,KAN,Mallam Aminu Kano International Airport,,,,,,,,
KAO,KAO,Kuusamo Airport,,,,,,,,
KAW,,,,,,,,,,
KAZ,,,,,,,,,,
KBC,,,,,,,,,,
KBL,KBL,Kabul International Airport,,,,,,,,
KBP,IEV,Boryspil International Airport,,,,,,,,
KBR,KBR,Sultan Ismail Petra Airport,,,,,,,,
KBU,,,,,,,,,,
KBV,KBV,Krabi Airport,,,,,,,,
KCA,KCA,Kuqa Airport,,,,,,,,
KCC,,,,,,,,,,
KCF,,,,,,,,,,
KCG,CEZ,Chignik Fisheries Airport,,,,,,,,
KCH,KCH,Kuching International Airport,,,,,,,,
KCK,,,,,,,,,,
KCL,GRM,Chignik Lagoon Airport,,,,,,,,
KCM,,,,,,,,,,
KCO,,,,,,,,,,
KCQ,KCL,Chignik Lake Airport,,,,,,,,
KCT,RML,Koggala Airport,,,,,,,,
KCZ,KCZ,Kchi Ryma Airport,,,,,,,,
KDH,KDH,Kandahar Airport,,,,,,,,
KDI,KDI,Wolter Monginsidi Airport,,,,,,,,
KDL,,,,,,,,,,
KDM,KDM,Kaadedhdhoo Airport,,,,,,,,
KDO,KDO,Kadhdhoo Airport,,,,,,,,
KDU,KDU,Skardu Airport,,,,,,,,
KDV,KDV,Vunisea Airport,,,,,,,,
KDX,,,,,,,,,,
KDY,,,,,,,,,,
KDZ,,,,,,,,,,
KEB,,,,,,,,,,
KEF,REK,Keflavik International Airport,,,,,,,,
KEH,,,,,,,,,,
KEJ,KEJ,Kemerovo Airport,,,,,,,,
KEK,EGE,Ekwok Airport,,,,,,,,
KEM,KEM,Kemi-tornio Airport,,,,,,,,
KEO,,,,,,,,,,
KEP,MEY,Nepalgunj Airport,,,,,,,,
KER,KER,Kerman International Airport,,,,,,,,
KET,KET,Kengtung Airport,,,,,,,,
KEW,,,,,,,,,,
KFP,JNU,False Pass Airport,,,,,,,,
KFS,,,,,,,,,,
KGA,,,,,,,,,,
KGC,,,,,,,,,,
KGD,KGD,Khrabrovo Airport,,,,,,,,
KGE,KGE,Kagau Island Airport,,,,,,,,
KGF,KGF,Sary-arka Airport,,,,,,,,
KGI,KGI,Kalgoorlie Boulder Airport,,,,,,,,
KGK,,,,,,,,,,
KGL,KGL,Kigali International Airport,,,,,,,,
KGP,KGP,Kogalym International Airport,,,,,,,,
KGQ,,,,,,,,,,
KGS,KGS,Kos Island International Airport,,,,,,,,
KGT,,,,,,,,,,
KGX,GUP,Grayling Airport,,,,,,,,
KHD,KHD,Khoram Abad Airport,,,,,,,,
KHE,UDJ,Chernobayevka Airport,,,,,,,,
KHG,KHG,Kashgar Airport,,,,,,,,
KHH,KHH,Kaohsiung International Airport,,,,,,,,
KHI,KHI,Jinnah International Airport,,,,,,,,
KHM,,,,,,,,,,
KHN,KHN,Nanchang Changbei International Airport,,,,,,,,
KHQ,,,,,,,,,,
KHS,KHS,Khasab Air Base,,,,,,,,
KHV,KHV,Khabarovsk Novy Airport,,,,,,,,
KHX,,,,,,,,,,
KHZ,MVT,Kauehi Airport,,,,,,,,
KID,,,,,,,,,,
KIE,,,,,,,,,,
KIF,KIF,Kingfisher Lake Airport,,,,,,,,
KIH,KIH,Kish International Airport,,,,,,,,
KIJ,KIJ,Niigata Airport,,,,,,,,
KIM,KIM,Kimberley Airport,,,,,,,,
KIN,KIN,Norman Manley International Airport,,,,,,,,
KIR,KIR,Kerry Airport,,,,,,,,
KIS,KIS,Kisumu Airport,,,,,,,,
KIT,KIT,Kithira Island National Airport,,,,,,,,
KIV,KIV,Chiinu International Airport,,,,,,,,
KIX,OSA,Kansai International Airport,,,,,,,,
KIY,,,,,,,,,,
KJA,KJA,Yemelyanovo International Airport,,,,,,,,
KJH,,,,,,,,,,
KKA,JNU,Koyuk Alfred Adams Airport,,,,,,,,
KKB,,,,,,,,,,
KKC,KKC,Khon Kaen Airport,,,,,,,,
KKE,KKE,Kerikeri Airport,,,,,,,,
KKH,DUT,Kongiganak Airport,,,,,,,,
KKI,,,,,,,,,,
KKJ,KKJ,Kitakysh Airport,,,,,,,,
KKN,KKN,Kirkenes Airport,,,,,,,,
KKR,KKR,Kaukura Airport,,,,,,,,
KKX,,,,,,,,,,
KLF,,,,,,,,,,
KLG,KLG,Kalskag Airport,,,,,,,,
KLL,WKK,Levelock Airport,,,,,,,,
KLN,,,,,,,,,,
KLO,KLO,Kalibo International Airport,,,,,,,,
KLR,KLR,Kalmar Airport,,,,,,,,
KLU,KLU,Klagenfurt Airport,,,,,,,,
KLV,KLV,Karlovy Vary International Airport,,,,,,,,
KLW,,,,,,,,,,
KLX,KLX,Kalamata Airport,,,,,,,,
KMC,,,,,,,,,,
KME,KME,Kamembe Airport,,,,,,,,
KMG,KMG,Kunming Changshui International Airport,,,,,,,,
KMI,KMI,Miyazaki Airport,,,,,,,,
KMJ,KMJ,Kumamoto Airport,,,,,,,,
KMN,,,,,,,,,,
KMO,LUR,Manokotak Airport,,,,,,,,
KMQ,KMQ,Komatsu Airport,,,,,,,,
KMS,,,,,,,,,,
KMU,HGA,Kisimayu Airport,,,,,,,,
KMV,KMV,Kalay Airport,,,,,,,,
KMY,,,,,,,,,,
KND,,,,,,,,,,
KNG,,,,,,,,,,
KNH,KNH,Kinmen Airport,,,,,,,,
KNK,,,,,,,,,,
KNO,ULU,Medan-kuala Namu International Airport,,,,,,,,
KNQ,KNQ,Konc Airport,,,,,,,,
KNS,KNS,King Island Airport,,,,,,,,
KNU,KNU,Kanpur Airport,,,,,,,,
KNW,KNW,New Stuyahok Airport,,,,,,,,
KNX,KNX,Kununurra Airport,,,,,,,,
KOA,KOA,Kona International Airport,,,,,,,,
KOC,KOC,Koumac Airport,,,,,,,,
KOE,KOE,El Tari Airport,,,,,,,,
KOI,KOI,Kirkwall Airport,,,,,,,,
KOJ,KOJ,Kagoshima Airport,,,,,,,,
KOK,KOK,Kokkola-pietarsaari Airport,,,,,,,,
KOO,,,,,,,,,,
KOP,KOP,Nakhon Phanom Airport,,,,,,,,
KOS,TNX,Sihanoukville International Airport,,,,,,,,
KOT,AET,Kotlik Airport,,,,,,,,
KOV,KOV,Kokshetau Airport,,,,,,,,
KOW,KOW,Ganzhou Airport,,,,,,,,
KOY,,,,,,,,,,
KOZ,,,,,,,,,,
KPB,,,,,,,,,,
KPN,,,,,,,,,,
KPR,PQI,Port Williams Seaplane Base,,,,,,,,
KPV,,,,,,,,,,
KPY,PWM,Port Bailey Seaplane Base,,,,,,,,
KQA,KQA,Akutan Seaplane Base,,,,,,,,
KQT,LBD,Qurghonteppa International Airport,,,,,,,,
KRB,,,,,,,,,,
KRF,KRF,Kramfors Sollefte Airport,,,,,,,,
KRK,KRK,John Paul Ii International Airport Krakw-balice,,,,,,,,
KRL,KRL,Korla Airport,,,,,,,,
KRN,KRN,Kiruna Airport,,,,,,,,
KRO,KRO,Kurgan Airport,,,,,,,,
KRP,KRP,Karup Airport,,,,,,,,
KRR,KRR,Krasnodar International Airport,,,,,,,,
KRS,KRS,Kristiansand Airport,,,,,,,,
KRT,KRT,Khartoum International Airport,,,,,,,,
KRW,,,,,,,,,,
KRY,KRY,Karamay Airport,,,,,,,,
KSA,KSA,Kosrae International Airport,,,,,,,,
KSC,KSC,Koice International Airport,,,,,,,,
KSD,HFS,Karlstad Airport,,,,,,,,
KSE,,,,,,,,,,
KSF,,,,,,,,,,
KSH,KSH,Kermanshah Airport,,,,,,,,
KSJ,KSJ,Kasos Island National Airport,,,,,,,,
KSM,KSM,St Marys Airport,,,,,,,,
KSN,KSN,Kostanay West Airport,,,,,,,,
KSO,KSO,Kastoria National Airport,,,,,,,,
KSQ,KSQ,Karshi Khanabad Airport,,,,,,,,
KSU,KSU,Kristiansund Airport Kvernberget,,,,,,,,
KSY,,,,,,,,,,
KTA,KTA,Karratha Airport,,,,,,,,
KTB,,,,,,,,,,
KTD,,,,,,,,,,
KTE,KTE,Kerteh Airport,,,,,,,,
KTG,KTG,Ketapangrahadi Usman Airport,,,,,,,,
KTL,KTL,Kitale Airport,,,,,,,,
KTM,KTM,Tribhuvan International Airport,,,,,,,,
KTN,KTN,Ketchikan International Airport,,,,,,,,
KTR,,,,,,,,,,
KTS,,,,,,,,,,
KTT,KTT,Kittila Airport,,,,,,,,
KTW,KTW,Katowice International Airport,,,,,,,,
KUA,KUA,Sultan Haji Ahmad Shah Airport,,,,,,,,
KUD,KUD,Kudat Airport,,,,,,,,
KUF,KUF,Kurumoch International Airport,,,,,,,,
KUH,HKD,Kushiro Airport,,,,,,,,
KUK,,,,,,,,,,
KUL,KUL,Kuala Lumpur International Airport,,,,,,,,
KUM,,,,,,,,,,
KUN,KUN,Kaunas Airport,,,,,,,,
KUO,KUO,Kuopio Airport,,,,,,,,
KUS,KUS,Kulusuk Airport,,,,,,,,
KUT,KUT,Kopitnari Airport,,,,,,,,
KUU,KUU,Kullu Manali Airport,,,,,,,,
KUV,KUV,Gunsan Airport,,,,,,,,
KUZ,,,,,,,,,,
KVA,KVA,Kavala International Airport,,,,,,,,
KVC,KVC,King Cove Airport,,,,,,,,
KVD,KVD,Ganja Airport,,,,,,,,
KVG,KRI,Kavieng Airport,,,,,,,,
KVK,,,,,,,,,,
KVL,KVL,Kivalina Airport,,,,,,,,
KVR,,,,,,,,,,
KVX,KVX,Pobedilovo Airport,,,,,,,,
KWA,KWA,Bucholz Army Airfield,,,,,,,,
KWE,KWE,Longdongbao Airport,,,,,,,,
KWF,WAL,Waterfall Seaplane Base,,,,,,,,
KWI,KWI,Kuwait International Airport,,,,,,,,
KWJ,KWJ,Gwangju Airport,,,,,,,,
KWK,WAL,Kwigillingok Seaplane Base,,,,,,,,
KWL,KWL,Guilin Liangjiang International Airport,,,,,,,,
KWM,,,,,,,,,,
KWN,PTU,Quinhagak Airport,,,,,,,,
KWP,WAL,West Point Village Seaplane Base,,,,,,,,
KWT,,,,,,,,,,
KWZ,,,,,,,,,,
KXA,WST,Kasaan Seaplane Base,,,,,,,,
KXF,,,,,,,,,,
KXU,,,,,,,,,,
KYA,KYA,Konya Airport,,,,,,,,
KYK,KAL,Karluk Airport,,,,,,,,
KYP,KYP,Kyaukpyu Airport,,,,,,,,
KYU,,,,,,,,,,
KYZ,KYZ,Kyzyl Airport,,,,,,,,
KZB,DZN,Zachar Bay Seaplane Base,,,,,,,,
KZI,KZI,Filippos Airport,,,,,,,,
KZN,KZN,Kazan International Airport,,,,,,,,
KZO,KZO,Kzyl-orda Southwest Airport,,,,,,,,
KZR,,,,,,,,,,
KZS,KZS,Kastelorizo Airport,,,,,,,,
LAD,LAD,Quatro De Fevereiro Airport,,,,,,,,
LAE,LAE,Lae Nadzab Airport,,,,,,,,
LAI,LAI,Lannion-cte De Granit Airport,,,,,,,,
LAK,,,,,,,,,,
LAM,LAA,Los Alamos Airport,,,,,,,,
LAN,LAN,Capital Region International Airport,,,,,,,,
LAO,LAO,Laoag International Airport,,,,,,,,
